time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1993-07-18T15:10:28.120Z,40.687,30.181,5,2.6,ml,,,,0.4,us,usp0005wwu,2014-11-07T00:53:31.768Z,"7 km W of Sapanca, Turkey",earthquake,,,,,reviewed,us,isk
1993-07-17T17:31:47.580Z,40.755,30.3,10,2.6,ml,,,,0.3,us,usp0005wu6,2014-11-07T00:53:31.562Z,"7 km NNE of Sapanca, Turkey",earthquake,,,,,reviewed,us,isk
1993-07-17T13:22:00.970Z,40.471,29.272,10,2.8,ml,,,,0.4,us,usp0005wt1,2014-11-07T00:53:31.471Z,"3 km WSW of Orhangazi, Turkey",earthquake,,,,,reviewed,us,isk
1993-07-13T09:14:37.720Z,41.159,28.465,10,2.7,ml,,,,0.2,us,usp0005w4t,2014-11-07T00:53:29.178Z,"1 km N of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1993-07-12T08:10:14.970Z,41.233,28.401,10,2.7,ml,,,,0.1,us,usp0005w09,2014-11-07T00:53:27.457Z,"11 km NNW of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1993-07-11T16:47:23.200Z,41.216,28.929,5,2.6,ml,,,,0,us,usp0005vz0,2014-11-07T00:53:27.268Z,"6 km WSW of Ar?köy, Turkey",earthquake,,,,,reviewed,us,isk
1993-07-11T14:07:03.970Z,40.679,30.168,5,2.7,ml,,,,1.1,us,usp0005vyr,2014-11-07T00:53:27.231Z,"8 km W of Sapanca, Turkey",earthquake,,,,,reviewed,us,isk
1993-07-03T03:36:55.890Z,40.723,28.978,10,3.4,ml,,,,1,us,usp0005vhx,2014-11-07T00:53:24.013Z,"11 km NNW of Kocadere, Turkey",earthquake,,,,,reviewed,us,isk
1993-07-02T08:16:27.940Z,40.912,28.423,10,2.7,ml,,,,0.4,us,usp0005vgy,2014-11-07T00:53:23.627Z,"13 km SSW of Kumburgaz, Turkey",earthquake,,,,,reviewed,us,isk
1993-07-01T15:08:37.300Z,41.007,29.999,10,2.7,ml,,,,0.8,us,usp0005vft,2014-11-07T00:53:22.990Z,"14 km WSW of Kand?ra, Turkey",earthquake,,,,,reviewed,us,isk
1993-06-16T16:44:53.060Z,41.092,28.99,10,2.8,ml,,,,0.2,us,usp0005upm,2014-11-07T00:53:15.499Z,"3 km N of ?i?li, Turkey",earthquake,,,,,reviewed,us,isk
1993-06-16T10:15:23.900Z,41.451,29.221,10,2.8,ml,,,,0.4,us,usp0005up5,2014-11-07T00:53:15.469Z,"30 km NE of Ar?köy, Turkey",earthquake,,,,,reviewed,us,isk
1993-06-14T15:31:33.240Z,41.148,28.516,10,2.7,ml,,,,0.7,us,usp0005uk3,2014-11-07T00:53:15.083Z,"4 km E of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1993-06-14T13:04:56.950Z,41.118,29.343,5,2.9,ml,,,,0.5,us,usp0005uk0,2014-11-07T00:53:15.076Z,"15 km NE of Sancaktepe, Turkey",earthquake,,,,,reviewed,us,isk
1993-06-11T10:39:52.750Z,41.479,29.233,10,2.8,ml,,,,0.2,us,usp0005ucs,2014-11-07T00:53:13.094Z,"33 km NE of Ar?köy, Turkey",earthquake,,,,,reviewed,us,isk
1993-06-11T09:25:12.210Z,41.14,28.511,5,2.7,ml,,,,0.9,us,usp0005ucj,2014-11-07T00:53:13.085Z,"4 km E of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1993-06-08T09:44:45.680Z,40.657,29.021,10,2.6,ml,,,,0.6,us,usp0005u6z,2014-11-07T00:53:11.780Z,"3 km NNW of Kocadere, Turkey",earthquake,,,,,reviewed,us,isk
1993-05-27T15:11:05.300Z,41.116,28.46,10,2.7,ml,,,,0.7,us,usp0005tk2,2014-11-07T00:53:04.997Z,"3 km S of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1993-05-26T16:58:57.910Z,41.209,29.223,10,2.7,ml,,,,0.4,us,usp0005th8,2014-11-07T00:53:04.417Z,"18 km E of Ar?köy, Turkey",earthquake,,,,,reviewed,us,isk
1993-05-25T11:51:58.610Z,40.597,29.959,10,2.8,ml,,,,0.9,us,usp0005tf9,2014-11-07T00:53:04.222Z,"8 km SSE of Bahçecik, Turkey",earthquake,,,,,reviewed,us,isk
1993-05-25T10:16:22.890Z,40.846,28.726,33,2.8,ml,,,,0.5,us,usp0005tf3,2014-11-07T00:53:04.211Z,"16 km SSE of Yakuplu, Turkey",earthquake,,,,,reviewed,us,isk
1993-05-24T15:36:52.490Z,41.132,28.489,10,2.7,ml,,,,0.4,us,usp0005tdt,2014-11-07T00:53:03.871Z,"2 km ESE of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1993-05-22T14:31:50.070Z,41.116,28.51,10,2.8,ml,,,,1,us,usp0005t9e,2014-11-07T00:53:03.264Z,"2 km NE of Muratbey, Turkey",earthquake,,,,,reviewed,us,isk
1993-05-14T12:35:33.290Z,41.197,28.76,10,2.7,ml,,,,0.2,us,usp0005ssa,2014-11-07T00:53:00.374Z,"2 km NE of Arnavutköy, Turkey",earthquake,,,,,reviewed,us,isk
1993-05-13T15:17:37.450Z,41.113,28.734,10,2.8,ml,,,,0.5,us,usp0005sqp,2014-11-07T00:53:00.174Z,"6 km WNW of Ba?ak?ehir, Turkey",earthquake,,,,,reviewed,us,isk
1993-05-13T13:48:19.820Z,41.08,29.004,10,2.7,ml,,,,0.4,us,usp0005sqk,2014-11-07T00:53:00.170Z,"2 km NNE of ?i?li, Turkey",earthquake,,,,,reviewed,us,isk
1993-05-12T16:08:55.800Z,41.131,28.488,10,2.7,ml,,,,0.6,us,usp0005snq,2014-11-07T00:52:59.918Z,"2 km ESE of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1993-05-11T18:16:07.390Z,40.649,29.194,10,2.5,ml,,,,1.1,us,usp0005sm3,2014-11-07T00:52:59.654Z,"2 km ESE of Koruköy, Turkey",earthquake,,,,,reviewed,us,isk
1993-05-09T08:22:31.130Z,41.114,29.196,10,2.8,ml,,,,0.9,us,usp0005sfm,2014-11-07T00:52:59.170Z,"12 km NNE of Umraniye, Turkey",earthquake,,,,,reviewed,us,isk
1993-05-08T13:03:06.000Z,41.101,28.765,10,2.8,ml,,,,0.4,us,usp0005se5,2014-11-07T00:52:59.033Z,"3 km WNW of Ba?ak?ehir, Turkey",earthquake,,,,,reviewed,us,isk
1993-05-07T03:28:53.870Z,40.674,29.976,10,2.7,ml,,,,1,us,usp0005sbr,2014-11-07T00:52:58.330Z,"1 km SSE of Yuvac?k, Turkey",earthquake,,,,,reviewed,us,isk
1993-05-05T15:20:31.980Z,41.072,28.622,10,2.7,ml,,,,0.9,us,usp0005s8x,2014-11-07T00:52:57.757Z,"6 km NNE of Büyükçekmece, Turkey",earthquake,,,,,reviewed,us,isk
1993-05-03T14:51:05.370Z,41.162,28.751,10,2.8,ml,,,,0.2,us,usp0005s5b,2014-11-07T00:52:57.046Z,"2 km SSE of Arnavutköy, Turkey",earthquake,,,,,reviewed,us,isk
1993-05-01T07:39:21.240Z,41.151,28.473,5,2.7,ml,,,,0.3,us,usp0005s1k,2014-11-07T00:52:55.517Z,"1 km NE of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-30T11:23:04.680Z,40.484,29.233,10,2.8,md,,,,0.7,us,usp0005rzt,2014-11-07T00:52:53.088Z,"6 km W of Orhangazi, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-29T06:20:33.640Z,41.157,28.854,10,2.7,md,,,,0.2,us,usp0005ry0,2014-11-07T00:52:52.881Z,"5 km NNW of Sultangazi, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-27T14:43:09.640Z,41.556,28.415,10,2.8,md,,,,0.4,us,usp0005rux,2014-11-07T00:52:52.519Z,"17 km N of Karacaköy, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-26T13:56:14.330Z,41.106,28.472,10,2.8,md,,,,1,us,usp0005rtd,2014-11-07T00:52:52.323Z,"2 km WNW of Muratbey, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-20T18:06:48.440Z,40.823,29.036,10,2.5,md,,,,0.7,us,usp0005rgm,2014-11-07T00:52:51.130Z,"Western Turkey",earthquake,,,,,reviewed,us,isk
1993-04-19T13:38:12.690Z,41.148,28.784,10,2.7,md,,,,0.6,us,usp0005re7,2014-11-07T00:52:50.500Z,"5 km SE of Arnavutköy, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-18T06:21:46.650Z,41.252,28.691,10,2.6,md,,,,0.7,us,usp0005rc7,2014-11-07T00:52:50.196Z,"5 km ESE of Boyal?k, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-17T21:39:51.160Z,40.778,28.655,10,2.7,md,,,,0.3,us,usp0005rbh,2014-11-07T00:52:49.984Z,"22 km S of Beylikdüzü, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-16T12:27:05.960Z,41.094,29.18,10,2.8,md,,,,0.2,us,usp0005r99,2014-11-07T00:52:49.662Z,"9 km NNE of Umraniye, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-12T01:56:46.450Z,40.821,28.763,10,2.9,md,,,,0.7,us,usp0005r1k,2014-11-07T00:52:48.667Z,"20 km SSE of Yakuplu, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-10T09:35:44.600Z,41.089,28.751,10,2.8,md,,,,0.6,us,usp0005qyy,2014-11-07T00:52:48.249Z,"4 km W of Ba?ak?ehir, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-09T12:10:04.610Z,40.843,28.554,10,2.7,md,,,,0.2,us,usp0005qx6,2014-11-07T00:52:48.109Z,"17 km SSW of Beylikdüzü, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-09T05:43:26.320Z,40.846,30.321,10,3.1,md,,,,0.6,us,usp0005qwt,2014-11-07T00:52:48.055Z,"10 km NW of Adapazar?, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-08T14:11:35.490Z,40.523,28.933,10,2.5,md,,,,0.2,us,usp0005qvn,2014-11-07T00:52:47.308Z,"14 km SW of Kocadere, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-07T11:10:20.800Z,41.143,28.469,10,2.8,md,,,,0.4,us,usp0005qtb,2014-11-07T00:52:46.997Z,"0 km E of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-06T14:51:52.660Z,41.107,28.735,10,2.8,md,,,,0.3,us,usp0005qrp,2014-11-07T00:52:46.760Z,"5 km WNW of Ba?ak?ehir, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-05T12:26:46.180Z,41.15,28.519,10,2.7,md,,,,0.4,us,usp0005qq0,2014-11-07T00:52:46.429Z,"4 km E of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-03T14:37:37.230Z,40.67,28.938,10,2.6,md,,,,0.4,us,usp0005qku,2014-11-07T00:52:45.339Z,"8 km WNW of Kocadere, Turkey",earthquake,,,,,reviewed,us,isk
1993-04-01T03:05:48.650Z,40.698,30.322,5,2.9,md,,,,0.5,us,usp0005qfs,2014-11-07T00:52:42.335Z,"4 km E of Sapanca, Turkey",earthquake,,,,,reviewed,us,isk
1993-03-14T09:55:34.020Z,40.434,28.527,10,2.5,md,,,,0.5,us,usp0005pg7,2014-11-07T00:52:35.390Z,"28 km NNE of Karacabey, Turkey",earthquake,,,,,reviewed,us,isk
1993-03-13T13:38:04.240Z,41.151,28.473,5,2.8,md,,,,0.4,us,usp0005pf1,2014-11-07T00:52:35.220Z,"1 km NE of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1993-03-11T15:06:14.750Z,40.756,28.662,10,2.7,md,,,,0.2,us,usp0005pb5,2014-11-07T00:52:34.655Z,"25 km S of Beylikdüzü, Turkey",earthquake,,,,,reviewed,us,isk
1993-03-05T01:26:12.340Z,40.421,28.922,10,2.5,md,,,,0.5,us,usp0005p04,2014-11-07T00:52:31.994Z,"6 km NNE of Mudanya, Turkey",earthquake,,,,,reviewed,us,isk
1993-02-24T09:28:01.650Z,41.489,29.28,10,2.9,md,,,,0.4,us,usp0005nkp,2014-11-07T00:52:26.935Z,"36 km NE of Ar?köy, Turkey",earthquake,,,,,reviewed,us,isk
1993-02-24T09:27:13.040Z,41.455,29.328,10,2.8,md,,,,0.8,us,usp0005nkn,2014-11-07T00:52:26.934Z,"36 km NE of Ar?köy, Turkey",earthquake,,,,,reviewed,us,isk
1993-02-24T09:23:50.390Z,41.54,29.401,10,2.6,md,,,,0.6,us,usp0005nkm,2014-11-07T00:52:26.932Z,"44 km NNW of ?ile, Turkey",earthquake,,,,,reviewed,us,isk
1993-02-20T16:13:29.540Z,40.993,28.798,10,2.6,md,,,,1.2,us,usp0005nd9,2014-11-07T00:52:26.012Z,"5 km WSW of Bahçelievler, Turkey",earthquake,,,,,reviewed,us,isk
1993-02-20T08:53:21.820Z,41.168,28.722,10,2.8,md,,,,0.5,us,usp0005nch,2014-11-07T00:52:25.893Z,"2 km SW of Arnavutköy, Turkey",earthquake,,,,,reviewed,us,isk
1993-02-19T13:02:23.620Z,40.612,29.861,5,2.5,md,,,,0.1,us,usp0005nbb,2014-11-07T00:52:25.283Z,"7 km SW of Bahçecik, Turkey",earthquake,,,,,reviewed,us,isk
1993-02-19T12:47:40.260Z,40.488,28.736,10,2.8,md,,,,0.5,us,usp0005nb9,2014-11-07T00:52:25.279Z,"17 km NW of Mudanya, Turkey",earthquake,,,,,reviewed,us,isk
1993-02-14T07:17:16.770Z,40.803,28.991,10,3.1,md,,,,0.4,us,usp0005n25,2014-11-07T00:52:24.174Z,"11 km SW of Adalan, Turkey",earthquake,,,,,reviewed,us,isk
1993-02-13T22:26:55.570Z,40.415,28.865,5,3,md,,,,0.9,us,usp0005n1p,2014-11-07T00:52:24.137Z,"4 km NNW of Mudanya, Turkey",earthquake,,,,,reviewed,us,isk
1993-02-13T17:51:36.710Z,40.424,30.01,10,2.6,md,,,,0.6,us,usp0005n1c,2014-11-07T00:52:24.058Z,"7 km N of Osmaneli, Turkey",earthquake,,,,,reviewed,us,isk
1993-02-11T12:51:12.390Z,40.993,28.578,10,2.7,md,,,,0.2,us,usp0005mxa,2014-11-07T00:52:23.497Z,"3 km W of Gürp?nar, Turkey",earthquake,,,,,reviewed,us,isk
1993-02-05T15:41:17.410Z,40.499,29.247,10,2.8,md,,,,0.7,us,usp0005mp3,2014-11-07T00:52:21.755Z,"5 km WNW of Orhangazi, Turkey",earthquake,,,,,reviewed,us,isk
1993-02-04T10:18:38.850Z,40.53,30.148,10,3.3,md,,,,1,us,usp0005mm2,2014-11-07T00:52:21.134Z,"2 km NW of Pamukova, Turkey",earthquake,,,,,reviewed,us,isk
1993-02-01T15:26:56.100Z,41.157,29.046,10,2.7,md,,,,1,us,usp0005mgz,2014-11-07T00:52:19.917Z,"8 km SSE of Ar?köy, Turkey",earthquake,,,,,reviewed,us,isk
1993-01-28T10:12:35.040Z,41.097,28.726,5,2.9,md,,,,0.6,us,usp0005mbk,2014-11-07T00:52:17.008Z,"6 km W of Ba?ak?ehir, Turkey",earthquake,,,,,reviewed,us,isk
1993-01-26T09:55:01.520Z,40.443,28.851,33,2.9,md,,,,0.7,us,usp0005m8w,2014-11-07T00:52:16.711Z,"7 km NNW of Mudanya, Turkey",earthquake,,,,,reviewed,us,isk
1993-01-23T15:32:44.610Z,40.795,28.771,7.5,3.6,md,,,,0.7,us,usp0005m52,2014-11-07T00:52:16.303Z,"22 km SSE of Yakuplu, Turkey",earthquake,,3.5,,,reviewed,us,isk
1993-01-22T05:55:19.080Z,40.719,30.005,10,3,md,,,,0.5,us,usp0005m2u,2014-11-07T00:52:16.086Z,"1 km ESE of Kullar, Turkey",earthquake,,,,,reviewed,us,isk
1992-12-29T11:20:18.000Z,41.121,28.702,10,2.9,md,,,,1,us,usp0005k0y,2014-11-07T00:52:06.191Z,"7 km SSW of Arnavutköy, Turkey",earthquake,,,,,reviewed,us,isk
1992-12-21T13:02:34.440Z,41.108,28.438,10,2.7,md,,,,0.2,us,usp0005jku,2014-11-07T00:52:04.235Z,"4 km SSW of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1992-12-13T06:20:35.430Z,40.848,28.614,5,2.6,md,,,,0.7,us,usp0005j7v,2014-11-07T00:52:02.435Z,"15 km S of Beylikdüzü, Turkey",earthquake,,,,,reviewed,us,isk
1992-12-11T21:43:30.350Z,40.693,29.91,5,3.1,md,,,,0.4,us,usp0005j4r,2014-11-07T00:52:01.940Z,"2 km W of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,isk
1992-12-07T09:59:34.680Z,40.653,30.058,10,2.7,md,,,,0.4,us,usp0005hxt,2014-11-07T00:52:00.874Z,"8 km ESE of Yuvac?k, Turkey",earthquake,,,,,reviewed,us,isk
1992-12-04T02:12:16.790Z,40.608,28.91,10,2.6,md,,,,0.1,us,usp0005ht3,2014-11-07T00:51:59.489Z,"10 km WSW of Kocadere, Turkey",earthquake,,,,,reviewed,us,isk
1992-11-30T12:13:50.010Z,41.31,29.1,10,2.7,md,,,,0.6,us,usp0005hnf,2014-11-07T00:51:56.125Z,"11 km NE of Ar?köy, Turkey",earthquake,,,,,reviewed,us,isk
1992-11-25T09:25:15.920Z,41.649,29.694,10,2.8,md,,,,0.3,us,usp0005hbs,2014-11-07T00:51:54.445Z,"53 km N of ?ile, Turkey",earthquake,,,,,reviewed,us,isk
1992-11-21T13:37:42.340Z,40.576,30.096,10,2.7,md,,,,0.5,us,usp0005h56,2014-11-07T00:51:53.617Z,"9 km NW of Pamukova, Turkey",earthquake,,,,,reviewed,us,isk
1992-11-21T09:09:58.980Z,41.117,28.721,10,2.6,md,,,,0.1,us,usp0005h4w,2014-11-07T00:51:53.578Z,"7 km WNW of Ba?ak?ehir, Turkey",earthquake,,,,,reviewed,us,isk
1992-11-20T21:12:11.890Z,40.546,30.124,5,2.6,md,,,,0.9,us,usp0005h41,2014-11-07T00:51:53.388Z,"5 km NW of Pamukova, Turkey",earthquake,,,,,reviewed,us,isk
1992-11-16T11:31:49.970Z,41.267,29.961,10,3.6,md,,,,0.8,us,usp0005gxx,2014-11-07T00:51:52.143Z,"16 km NNE of A?va, Turkey",earthquake,,,,,reviewed,us,isk
1992-11-14T14:31:16.460Z,41.127,28.686,10,2.7,md,,,,0.3,us,usp0005gut,2014-11-07T00:51:51.894Z,"7 km SW of Arnavutköy, Turkey",earthquake,,,,,reviewed,us,isk
1992-11-11T10:25:19.150Z,40.481,29.338,10,2.6,md,,,,0.7,us,usp0005gpt,2014-11-07T00:51:51.270Z,"2 km ESE of Orhangazi, Turkey",earthquake,,,,,reviewed,us,isk
1992-09-30T02:08:28.880Z,40.824,30.097,10,2.6,m,,,,0.9,us,usp0005eqx,2014-11-07T00:51:32.363Z,"12 km NE of Köseköy, Turkey",earthquake,,,,,reviewed,us,dda
1992-09-27T09:29:23.640Z,40.704,29.924,10,3,m,,,,0.8,us,usp0005ek9,2014-11-07T00:51:31.126Z,"1 km NW of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,dda
1992-09-25T05:49:19.840Z,40.712,29.937,10,3.2,m,,,,1,us,usp0005efs,2014-11-07T00:51:30.673Z,"2 km N of Kar??yaka, Turkey",earthquake,,,,,reviewed,us,dda
1992-09-21T03:44:52.680Z,40.448,30.127,10,3.7,mb,,,,1,us,usp0005e91,2014-11-07T00:51:29.828Z,"7 km SSW of Pamukova, Turkey",earthquake,,,,3,reviewed,us,us
1992-07-20T21:33:18.280Z,40.879,29.389,10,2.8,m,,,,0.5,us,usp0005b6q,2014-11-07T00:51:06.102Z,"3 km WNW of Balç?k, Turkey",earthquake,,,,,reviewed,us,dda
1992-05-25T08:51:15.680Z,40.76,29.648,9.6,3.6,m,,,,0.4,us,usp000581t,2014-11-07T00:50:41.202Z,"6 km E of Tav?anc?l, Turkey",earthquake,,2.7,,,reviewed,us,dda
1992-05-19T11:17:03.560Z,40.651,29.899,10,3.2,m,,,,0.7,us,usp00057pq,2014-11-07T00:50:39.592Z,"2 km SW of Bahçecik, Turkey",earthquake,,,,,reviewed,us,dda
1992-05-10T07:46:49.070Z,40.542,30.171,10,2.6,m,,,,0.8,us,usp000574s,2014-11-07T00:50:36.684Z,"3 km N of Pamukova, Turkey",earthquake,,,,,reviewed,us,dda
1992-04-22T17:03:18.450Z,40.445,29.721,10,2.7,m,,,,0.5,us,usp000565p,2014-11-07T00:50:28.765Z,"1 km N of ?znik, Turkey",earthquake,,,,,reviewed,us,dda
1992-04-04T07:05:31.690Z,40.768,29.166,10,3.1,m,,,,0.9,us,usp00055an,2014-11-07T00:50:24.485Z,"11 km SSE of Adalar, Turkey",earthquake,,,,,reviewed,us,dda
1991-07-28T09:59:26.910Z,41.104,28.66,10,2.8,md,,,,0.4,us,usp0004uqh,2014-11-07T00:48:59.112Z,"8 km N of Esenyurt, Turkey",earthquake,,,,,reviewed,us,isk
1991-07-27T23:50:15.670Z,40.764,29.856,10,2.9,md,,,,0.3,us,usp0004uq6,2014-11-07T00:48:58.983Z,"3 km ENE of Derince, Turkey",earthquake,,,,,reviewed,us,isk
1991-07-26T09:47:37.820Z,40.838,29.502,10,2.6,md,,,,0.9,us,usp0004une,2014-11-07T00:48:58.805Z,"2 km NNW of Tav?anl?, Turkey",earthquake,,,,,reviewed,us,isk
1991-07-23T13:33:39.050Z,40.923,29.578,10,2.7,md,,,,0.5,us,usp0004uhm,2014-11-07T00:48:57.551Z,"12 km NNE of Tav?anl?, Turkey",earthquake,,,,,reviewed,us,isk
1991-07-21T17:51:22.490Z,41.086,29.37,10,2.5,md,,,,0.4,us,usp0004uey,2014-11-07T00:48:56.361Z,"14 km NE of Sancaktepe, Turkey",earthquake,,,,,reviewed,us,isk
1991-07-19T17:30:39.690Z,40.736,30.214,10,2.6,md,,,,0.3,us,usp0004uch,2014-11-07T00:48:56.035Z,"6 km NW of Sapanca, Turkey",earthquake,,,,,reviewed,us,isk
1991-07-18T01:16:25.200Z,40.659,29.883,10,2.5,md,,,,0.4,us,usp0004ua3,2014-11-07T00:48:55.629Z,"2 km WSW of Bahçecik, Turkey",earthquake,,,,,reviewed,us,isk
1991-07-16T14:12:32.900Z,41.139,28.454,10,2.9,md,,,,0.5,us,usp0004u8f,2014-11-07T00:48:55.420Z,"0 km SW of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1991-07-15T12:00:50.300Z,40.481,30.11,10,3.4,md,,,,0.3,us,usp0004u70,2014-11-07T00:48:55.291Z,"5 km WSW of Pamukova, Turkey",earthquake,,,,,reviewed,us,isk
1991-07-13T13:58:10.380Z,40.806,29.566,10,2.7,md,,,,0.4,us,usp0004u42,2014-11-07T00:48:54.867Z,"3 km N of Tav?anc?l, Turkey",earthquake,,,,,reviewed,us,isk
1991-07-12T16:23:11.120Z,41.123,28.681,10,2.9,md,,,,0.4,us,usp0004u2b,2014-11-07T00:48:54.388Z,"8 km SW of Arnavutköy, Turkey",earthquake,,,,,reviewed,us,isk
1991-07-12T14:53:13.760Z,41.143,28.467,10,2.8,md,,,,0.5,us,usp0004u27,2014-11-07T00:48:54.374Z,"0 km E of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1991-07-11T14:55:49.450Z,41.15,28.489,10,2.6,md,,,,0.6,us,usp0004u0j,2014-11-07T00:48:53.642Z,"2 km ENE of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1991-07-11T14:36:24.790Z,41.205,28.54,10,2.6,md,,,,0.4,us,usp0004u0h,2014-11-07T00:48:53.641Z,"9 km NE of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1991-07-05T03:04:12.970Z,40.716,29.077,10,2.8,md,,,,0.3,us,usp0004tt9,2014-11-07T00:48:52.342Z,"8 km NNW of Ç?narc?k, Turkey",earthquake,,,,,reviewed,us,isk
1991-07-04T14:39:08.860Z,41.158,28.479,10,2.8,md,,,,0.4,us,usp0004tsr,2014-11-07T00:48:52.125Z,"2 km NE of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1991-06-30T20:26:12.460Z,40.743,29.135,10,2.6,md,,,,0.7,us,usp0004tm7,2014-11-07T00:48:47.957Z,"10 km NNW of Koruköy, Turkey",earthquake,,,,,reviewed,us,isk
1991-06-29T23:21:44.060Z,40.634,29.145,10,3,md,,,,0.3,us,usp0004tjv,2014-11-07T00:48:47.833Z,"2 km SE of Ç?narc?k, Turkey",earthquake,,,,,reviewed,us,isk
1991-06-28T08:09:52.820Z,41.479,29.303,10,3,md,,,,0.2,us,usp0004tgv,2014-11-07T00:48:47.645Z,"37 km NE of Ar?köy, Turkey",earthquake,,,,,reviewed,us,isk
1991-06-28T08:05:54.940Z,41.345,29.279,10,2.9,md,,,,0.9,us,usp0004tgu,2014-11-07T00:48:47.644Z,"26 km ENE of Ar?köy, Turkey",earthquake,,,,,reviewed,us,isk
1991-06-26T22:50:20.630Z,40.827,29.744,10,2.8,md,,,,0.4,us,usp0004tf4,2014-11-07T00:48:47.420Z,"7 km NNW of Körfez, Turkey",earthquake,,,,,reviewed,us,isk
1991-06-25T02:53:14.060Z,40.427,28.648,10,3,md,,,,0.6,us,usp0004tch,2014-11-07T00:48:47.171Z,"20 km WNW of Mudanya, Turkey",earthquake,,,,,reviewed,us,isk
1991-06-24T09:42:15.470Z,40.626,28.478,10,3.1,md,,,,0.1,us,usp0004tbh,2014-11-07T00:48:47.075Z,"41 km SSW of Beylikdüzü, Turkey",earthquake,,,,,reviewed,us,isk
1991-06-21T16:50:12.380Z,41.208,28.285,10,2.9,md,,,,0.6,us,usp0004t8m,2014-11-07T00:48:46.591Z,"13 km NNW of Kavakl?, Turkey",earthquake,,,,,reviewed,us,isk
1991-06-21T08:35:22.510Z,40.659,29.097,10,2.8,md,,,,0.9,us,usp0004t88,2014-11-07T00:48:46.471Z,"2 km WNW of Ç?narc?k, Turkey",earthquake,,,,,reviewed,us,isk
1991-06-20T14:22:23.560Z,41.191,28.466,10,2.5,md,,,,0.5,us,usp0004t75,2014-11-07T00:48:46.167Z,"5 km N of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1991-06-19T03:42:42.470Z,40.804,29.142,10,2.7,md,,,,1.1,us,usp0004t50,2014-11-07T00:48:45.885Z,"7 km S of Adalar, Turkey",earthquake,,,,,reviewed,us,isk
1991-06-18T15:33:01.270Z,41.135,28.498,10,2.7,md,,,,0.4,us,usp0004t43,2014-11-07T00:48:45.788Z,"3 km ESE of Çatalca, Turkey",earthquake,,,,,reviewed,us,isk
1991-06-18T10:28:45.260Z,41.102,28.673,10,2.7,md,,,,0.4,us,usp0004t3v,2014-11-07T00:48:45.744Z,"8 km N of Esenyurt, Turkey",earthquake,,,,,reviewed,us,isk
1991-06-18T08:14:02.500Z,40.978,29.062,10,3.1,md,,,,0.6,us,usp0004t3r,2014-11-07T00:48:45.739Z,"4 km W of Ata?ehir, Turkey",earthquake,,,,,reviewed,us,isk
1991-06-17T03:50:09.050Z,40.77,29.976,10,2.6,md,,,,0.8,us,usp0004t23,2014-11-07T00:48:45.576Z,"3 km E of ?zmit, Turkey",earthquake,,,,,reviewed,us,isk
1991-06-15T12:55:41.490Z,41.203,28.981,10,3,md,,,,0.7,us,usp0004sz6,2014-11-07T00:48:45.125Z,"3 km SSW of Ar?köy, Turkey",earthquake,,,,,reviewed,us,isk
1991-06-13T12:40:20.520Z,40.447,28.678,10,3,md,,,,0.7,us,usp0004svq,2014-11-07T00:48:44.661Z,"19 km WNW of Mudanya, Turkey",earthquake,,,,,reviewed,us,isk
